"receiver_id","receiver","posteam","air_yards","headshot_url","image"
"00-0036358","C.Lamb","DAL",28,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0031408","M.Evans","TB",21,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",24,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0036322","J.Jefferson","MIN",15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",21,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036358","C.Lamb","DAL",-1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0031544","A.Cooper","CLE",8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",20,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031381","D.Adams","LV",36,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",48,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0033040","T.Hill","MIA",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",-1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",-3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036613","J.Waddle","MIA",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0033040","T.Hill","MIA",10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036613","J.Waddle","MIA",-3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0036613","J.Waddle","MIA",8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0035676","A.Brown","PHI",12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0031588","S.Diggs","BUF",-4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",-2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0037239","C.Olave","NO",8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt","./images/circle_headshots/00-0037239.png"
"00-0037239","C.Olave","NO",16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt","./images/circle_headshots/00-0037239.png"
"00-0037239","C.Olave","NO",11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt","./images/circle_headshots/00-0037239.png"
"00-0037239","C.Olave","NO",16,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt","./images/circle_headshots/00-0037239.png"
"00-0031588","S.Diggs","BUF",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",26,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",23,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",-2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",17,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",-2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0031588","S.Diggs","BUF",18,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hcvd2avk0kufoli80veb","./images/circle_headshots/00-0031588.png"
"00-0035676","A.Brown","PHI",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",-1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0035676","A.Brown","PHI",0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0036358","C.Lamb","DAL",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0035676","A.Brown","PHI",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sb8stxfvnkedmhs6c1fx","./images/circle_headshots/00-0035676.png"
"00-0036358","C.Lamb","DAL",-1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0033040","T.Hill","MIA",1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036613","J.Waddle","MIA",26,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0033040","T.Hill","MIA",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036613","J.Waddle","MIA",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0036613","J.Waddle","MIA",0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0036322","J.Jefferson","MIN",17,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0033040","T.Hill","MIA",12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036322","J.Jefferson","MIN",0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036613","J.Waddle","MIA",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0033040","T.Hill","MIA",-2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036322","J.Jefferson","MIN",-4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0033040","T.Hill","MIA",21,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036322","J.Jefferson","MIN",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0036322","J.Jefferson","MIN",17,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdstmm4sloqnichybgja","./images/circle_headshots/00-0036322.png"
"00-0033040","T.Hill","MIA",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",22,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0033040","T.Hill","MIA",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036613","J.Waddle","MIA",12,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0033040","T.Hill","MIA",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0036613","J.Waddle","MIA",-4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlneyg7usy4pn9psbnru","./images/circle_headshots/00-0036613.png"
"00-0033040","T.Hill","MIA",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be","./images/circle_headshots/00-0033040.png"
"00-0031544","A.Cooper","CLE",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031408","M.Evans","TB",17,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031408","M.Evans","TB",4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyilrqdmfvv1zceem1cg","./images/circle_headshots/00-0031408.png"
"00-0031544","A.Cooper","CLE",47,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0031544","A.Cooper","CLE",10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zibbxjtein7gpu5zgcj4","./images/circle_headshots/00-0031544.png"
"00-0036358","C.Lamb","DAL",23,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0036358","C.Lamb","DAL",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8elvw51jgvzf95weg1o","./images/circle_headshots/00-0036358.png"
"00-0031381","D.Adams","LV",11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",14,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0031381","D.Adams","LV",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmojceirzhgctrcfi4aw","./images/circle_headshots/00-0031381.png"
"00-0037239","C.Olave","NO",15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt","./images/circle_headshots/00-0037239.png"
"00-0037239","C.Olave","NO",6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt","./images/circle_headshots/00-0037239.png"
"00-0037239","C.Olave","NO",13,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt","./images/circle_headshots/00-0037239.png"
"00-0037239","C.Olave","NO",15,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fh4mzrgbiqemhomzpukt","./images/circle_headshots/00-0037239.png"
